palabra,U2,Michael Jackson,Madonna,Guns N' Roses,Metallica,The Police,Bon Jovi,Duran Duran,The Cure,Prince,Whitney Houston,Depeche Mode,Talking Heads,Tears for Fears,New Order,total
beautiful,50.0,25.0,161.0,5.0,1.0,1.0,54.0,17.0,39.0,191.0,14.0,4.0,12.0,1.0,3.0,578.0
start,35.0,101.0,120.0,8.0,35.0,8.0,59.0,14.0,41.0,64.0,15.0,29.0,19.0,9.0,20.0,577.0
bang,2.0,4.0,383.0,0.0,1.0,0.0,26.0,25.0,0.0,128.0,0.0,3.0,0.0,0.0,0.0,572.0
shake,46.0,52.0,55.0,3.0,14.0,4.0,34.0,6.0,23.0,302.0,4.0,8.0,1.0,4.0,14.0,570.0
power,4.0,33.0,159.0,28.0,9.0,0.0,4.0,18.0,2.0,271.0,4.0,1.0,2.0,35.0,0.0,570.0
till,36.0,31.0,117.0,24.0,14.0,21.0,72.0,41.0,0.0,150.0,17.0,6.0,13.0,10.0,6.0,558.0
skin,28.0,12.0,338.0,3.0,27.0,0.0,13.0,36.0,22.0,40.0,1.0,12.0,12.0,8.0,2.0,554.0
side,55.0,61.0,91.0,10.0,14.0,7.0,84.0,28.0,30.0,98.0,16.0,19.0,4.0,7.0,23.0,547.0
reason,16.0,18.0,190.0,13.0,9.0,8.0,51.0,17.0,11.0,136.0,10.0,32.0,2.0,7.0,24.0,544.0
goodbye,42.0,43.0,225.0,8.0,27.0,3.0,91.0,20.0,22.0,20.0,10.0,20.0,0.0,7.0,5.0,543.0
falling,81.0,48.0,173.0,6.0,11.0,3.0,45.0,50.0,28.0,33.0,19.0,17.0,7.0,9.0,13.0,543.0
used,42.0,39.0,65.0,30.0,4.0,6.0,61.0,12.0,76.0,111.0,27.0,16.0,9.0,6.0,37.0,541.0
tears,36.0,36.0,125.0,10.0,12.0,22.0,47.0,17.0,37.0,109.0,12.0,28.0,1.0,35.0,13.0,540.0
future,14.0,8.0,345.0,0.0,16.0,4.0,17.0,17.0,2.0,95.0,4.0,1.0,5.0,5.0,7.0,540.0
seen,35.0,47.0,133.0,28.0,17.0,15.0,62.0,18.0,15.0,94.0,24.0,21.0,9.0,3.0,18.0,539.0
black,74.0,38.0,36.0,59.0,44.0,16.0,38.0,33.0,39.0,125.0,0.0,27.0,1.0,4.0,3.0,537.0
save,23.0,80.0,116.0,7.0,30.0,3.0,105.0,53.0,9.0,72.0,8.0,10.0,2.0,15.0,4.0,537.0
forget,27.0,24.0,268.0,30.0,6.0,5.0,43.0,25.0,31.0,31.0,8.0,21.0,10.0,2.0,6.0,537.0
old,45.0,17.0,41.0,31.0,25.0,27.0,138.0,11.0,46.0,106.0,15.0,4.0,6.0,15.0,8.0,535.0
took,41.0,40.0,180.0,18.0,15.0,10.0,63.0,11.0,17.0,85.0,18.0,7.0,3.0,8.0,19.0,535.0
might,21.0,46.0,107.0,17.0,32.0,3.0,66.0,31.0,8.0,135.0,16.0,5.0,31.0,8.0,5.0,531.0
eye,19.0,9.0,34.0,6.0,11.0,5.0,25.0,13.0,11.0,358.0,12.0,6.0,4.0,8.0,9.0,530.0
arms,23.0,24.0,126.0,15.0,14.0,3.0,90.0,13.0,35.0,115.0,34.0,18.0,4.0,14.0,1.0,529.0
chance,30.0,168.0,121.0,12.0,13.0,4.0,39.0,25.0,3.0,63.0,18.0,7.0,2.0,8.0,16.0,529.0
crazy,15.0,28.0,223.0,46.0,7.0,2.0,47.0,3.0,1.0,124.0,9.0,2.0,5.0,7.0,9.0,528.0
madonna,1.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0
watch,31.0,43.0,174.0,21.0,11.0,3.0,29.0,40.0,26.0,72.0,14.0,26.0,11.0,14.0,13.0,528.0
close,29.0,55.0,83.0,7.0,18.0,17.0,103.0,32.0,51.0,75.0,30.0,9.0,6.0,5.0,7.0,527.0
house,33.0,20.0,64.0,5.0,8.0,11.0,84.0,5.0,17.0,222.0,1.0,16.0,26.0,10.0,3.0,525.0
lonely,12.0,66.0,56.0,16.0,10.0,75.0,79.0,49.0,5.0,109.0,35.0,6.0,0.0,1.0,5.0,524.0
dead,27.0,25.0,72.0,29.0,74.0,37.0,42.0,24.0,64.0,94.0,1.0,7.0,2.0,11.0,13.0,522.0
hope,33.0,27.0,173.0,17.0,12.0,20.0,55.0,9.0,19.0,75.0,26.0,10.0,8.0,21.0,14.0,519.0
cold,45.0,60.0,54.0,26.0,29.0,13.0,54.0,21.0,54.0,69.0,12.0,11.0,9.0,40.0,20.0,517.0
lose,38.0,30.0,136.0,20.0,23.0,5.0,76.0,34.0,26.0,71.0,15.0,23.0,2.0,9.0,7.0,515.0
found,35.0,37.0,217.0,16.0,15.0,7.0,44.0,7.0,4.0,50.0,34.0,19.0,6.0,4.0,15.0,510.0
first,37.0,27.0,163.0,8.0,8.0,12.0,44.0,16.0,24.0,104.0,25.0,18.0,18.0,1.0,5.0,510.0
em,13.0,19.0,179.0,14.0,16.0,0.0,35.0,8.0,8.0,179.0,22.0,2.0,13.0,1.0,0.0,509.0
sometimes,46.0,9.0,85.0,42.0,0.0,7.0,68.0,23.0,50.0,79.0,21.0,42.0,8.0,5.0,22.0,507.0
hurt,40.0,70.0,156.0,9.0,19.0,5.0,46.0,6.0,5.0,72.0,24.0,7.0,15.0,6.0,24.0,504.0
wish,15.0,55.0,53.0,7.0,34.0,5.0,80.0,13.0,47.0,112.0,35.0,11.0,13.0,8.0,14.0,502.0
told,26.0,86.0,62.0,32.0,5.0,7.0,52.0,11.0,12.0,118.0,41.0,7.0,11.0,7.0,25.0,502.0
hot,15.0,58.0,45.0,8.0,18.0,2.0,20.0,21.0,10.0,281.0,4.0,16.0,2.0,1.0,0.0,501.0
star,33.0,23.0,235.0,5.0,18.0,8.0,20.0,18.0,6.0,95.0,12.0,5.0,0.0,16.0,6.0,500.0
hell,23.0,13.0,46.0,48.0,148.0,8.0,60.0,4.0,7.0,112.0,1.0,2.0,6.0,10.0,8.0,496.0
rise,75.0,23.0,278.0,0.0,34.0,1.0,22.0,11.0,2.0,31.0,6.0,3.0,1.0,3.0,4.0,494.0
line,33.0,58.0,78.0,28.0,32.0,9.0,57.0,33.0,13.0,87.0,5.0,16.0,19.0,14.0,10.0,492.0
sweet,55.0,39.0,114.0,34.0,31.0,4.0,17.0,13.0,21.0,114.0,19.0,16.0,6.0,4.0,5.0,492.0
matter,12.0,79.0,53.0,22.0,21.0,7.0,36.0,18.0,10.0,148.0,39.0,5.0,13.0,11.0,16.0,490.0
truth,24.0,33.0,93.0,9.0,24.0,21.0,79.0,16.0,10.0,112.0,8.0,31.0,3.0,3.0,23.0,489.0
anything,31.0,70.0,79.0,34.0,12.0,4.0,43.0,9.0,43.0,108.0,14.0,16.0,7.0,11.0,6.0,487.0
da,4.0,13.0,64.0,0.0,0.0,43.0,1.0,3.0,2.0,347.0,0.0,10.0,0.0,0.0,0.0,487.0
wants,25.0,92.0,90.0,3.0,20.0,5.0,32.0,21.0,13.0,136.0,5.0,11.0,5.0,25.0,2.0,485.0
tick,5.0,0.0,388.0,0.0,32.0,0.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,482.0
room,56.0,21.0,83.0,17.0,14.0,8.0,45.0,19.0,37.0,128.0,4.0,29.0,10.0,7.0,4.0,482.0
deeper,4.0,0.0,427.0,4.0,0.0,1.0,4.0,8.0,2.0,12.0,5.0,5.0,2.0,1.0,4.0,479.0
slowly,17.0,5.0,396.0,2.0,2.0,0.0,5.0,1.0,14.0,16.0,4.0,6.0,2.0,2.0,4.0,476.0
lights,75.0,9.0,171.0,5.0,35.0,1.0,64.0,29.0,11.0,54.0,7.0,7.0,4.0,3.0,1.0,476.0
knew,27.0,40.0,122.0,25.0,18.0,8.0,41.0,22.0,17.0,67.0,26.0,21.0,3.0,14.0,25.0,476.0
water,38.0,37.0,86.0,8.0,19.0,2.0,62.0,43.0,21.0,89.0,7.0,4.0,39.0,16.0,4.0,475.0
many,35.0,33.0,87.0,23.0,15.0,15.0,30.0,19.0,20.0,107.0,39.0,15.0,9.0,12.0,15.0,474.0
town,74.0,25.0,100.0,22.0,12.0,5.0,86.0,37.0,1.0,68.0,10.0,5.0,14.0,1.0,10.0,470.0
cuz,4.0,10.0,2.0,5.0,0.0,0.0,9.0,14.0,0.0,409.0,15.0,0.0,0.0,0.0,2.0,470.0
kind,27.0,25.0,97.0,17.0,27.0,5.0,26.0,15.0,18.0,125.0,12.0,19.0,1.0,23.0,30.0,467.0
fever,5.0,17.0,398.0,0.0,9.0,0.0,28.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,465.0
control,29.0,50.0,146.0,11.0,15.0,2.0,11.0,25.0,5.0,104.0,8.0,18.0,8.0,7.0,25.0,464.0
blue,78.0,50.0,64.0,10.0,3.0,5.0,59.0,24.0,22.0,117.0,3.0,7.0,9.0,4.0,6.0,461.0
woman,33.0,25.0,21.0,37.0,18.0,2.0,51.0,7.0,11.0,193.0,35.0,0.0,6.0,15.0,6.0,460.0
late,17.0,50.0,62.0,27.0,19.0,12.0,59.0,47.0,41.0,54.0,10.0,5.0,5.0,31.0,18.0,457.0
sound,52.0,31.0,93.0,8.0,24.0,4.0,19.0,29.0,32.0,104.0,4.0,15.0,10.0,20.0,12.0,457.0
friend,29.0,79.0,55.0,13.0,24.0,3.0,61.0,20.0,7.0,96.0,17.0,9.0,4.0,18.0,21.0,456.0
fun,11.0,18.0,111.0,34.0,6.0,1.0,12.0,11.0,15.0,194.0,2.0,17.0,9.0,6.0,7.0,454.0
guess,14.0,23.0,179.0,30.0,1.0,9.0,39.0,4.0,8.0,104.0,4.0,0.0,18.0,6.0,14.0,453.0
morning,34.0,39.0,40.0,11.0,1.0,12.0,36.0,71.0,12.0,104.0,13.0,11.0,3.0,3.0,58.0,448.0
deep,32.0,44.0,108.0,10.0,23.0,8.0,38.0,23.0,47.0,64.0,25.0,4.0,5.0,7.0,8.0,446.0
fight,30.0,36.0,70.0,8.0,57.0,3.0,69.0,34.0,41.0,73.0,6.0,2.0,5.0,2.0,4.0,440.0
tried,20.0,24.0,215.0,17.0,3.0,4.0,39.0,10.0,7.0,48.0,10.0,18.0,5.0,7.0,13.0,440.0
anymore,22.0,9.0,223.0,21.0,13.0,5.0,59.0,10.0,24.0,22.0,10.0,10.0,3.0,0.0,8.0,439.0
shine,26.0,44.0,183.0,0.0,25.0,7.0,40.0,33.0,11.0,26.0,8.0,15.0,4.0,10.0,7.0,439.0
boys,24.0,2.0,92.0,49.0,2.0,0.0,56.0,67.0,20.0,70.0,3.0,25.0,17.0,6.0,2.0,435.0
times,17.0,47.0,81.0,15.0,9.0,12.0,63.0,15.0,15.0,81.0,30.0,13.0,5.0,10.0,21.0,434.0
gim,11.0,28.0,232.0,28.0,26.0,0.0,10.0,2.0,0.0,63.0,4.0,0.0,23.0,0.0,0.0,427.0
stupid,4.0,1.0,360.0,5.0,3.0,1.0,1.0,1.0,11.0,30.0,0.0,6.0,1.0,0.0,3.0,427.0
que,0.0,44.0,198.0,0.0,0.0,9.0,33.0,47.0,42.0,22.0,0.0,5.0,11.0,15.0,0.0,426.0
feet,39.0,55.0,105.0,9.0,12.0,7.0,60.0,5.0,19.0,68.0,14.0,15.0,4.0,7.0,7.0,426.0
bring,27.0,33.0,92.0,25.0,11.0,18.0,38.0,18.0,2.0,100.0,30.0,8.0,8.0,9.0,6.0,425.0
game,5.0,44.0,119.0,25.0,5.0,15.0,50.0,15.0,27.0,86.0,6.0,9.0,0.0,6.0,8.0,420.0
lie,81.0,38.0,41.0,2.0,27.0,8.0,56.0,20.0,24.0,72.0,4.0,25.0,4.0,7.0,8.0,417.0
girls,22.0,11.0,167.0,20.0,1.0,3.0,26.0,29.0,6.0,75.0,4.0,5.0,35.0,11.0,2.0,417.0
wanted,31.0,21.0,69.0,25.0,0.0,2.0,40.0,12.0,22.0,130.0,26.0,17.0,1.0,1.0,19.0,416.0
sleep,53.0,19.0,31.0,4.0,22.0,10.0,98.0,9.0,52.0,68.0,12.0,5.0,13.0,9.0,10.0,415.0
honey,25.0,18.0,128.0,41.0,6.0,0.0,15.0,8.0,4.0,151.0,7.0,0.0,9.0,0.0,2.0,414.0
street,72.0,42.0,112.0,16.0,8.0,6.0,49.0,9.0,16.0,56.0,6.0,9.0,5.0,0.0,8.0,414.0
today,16.0,70.0,96.0,21.0,26.0,10.0,29.0,33.0,25.0,31.0,20.0,10.0,5.0,7.0,15.0,414.0
friends,18.0,28.0,23.0,21.0,7.0,15.0,82.0,20.0,18.0,101.0,31.0,16.0,19.0,9.0,4.0,412.0
young,24.0,54.0,43.0,19.0,18.0,24.0,62.0,9.0,40.0,73.0,7.0,4.0,1.0,21.0,13.0,412.0
came,38.0,88.0,63.0,5.0,5.0,10.0,38.0,12.0,17.0,76.0,12.0,4.0,3.0,12.0,28.0,411.0
voice,24.0,14.0,176.0,1.0,13.0,4.0,22.0,13.0,20.0,89.0,8.0,10.0,8.0,2.0,4.0,408.0
ride,18.0,6.0,94.0,11.0,32.0,8.0,66.0,28.0,7.0,93.0,6.0,10.0,21.0,2.0,5.0,407.0
dark,34.0,30.0,60.0,10.0,28.0,13.0,52.0,23.0,28.0,81.0,6.0,18.0,5.0,7.0,9.0,404.0
lord,44.0,24.0,47.0,17.0,26.0,1.0,34.0,0.0,2.0,128.0,49.0,7.0,8.0,16.0,1.0,404.0
lies,14.0,25.0,102.0,31.0,25.0,4.0,56.0,12.0,24.0,27.0,17.0,27.0,6.0,13.0,15.0,398.0
smile,32.0,44.0,58.0,11.0,27.0,7.0,29.0,19.0,64.0,50.0,11.0,32.0,1.0,6.0,7.0,398.0
mean,13.0,32.0,52.0,12.0,5.0,0.0,37.0,17.0,24.0,132.0,12.0,17.0,11.0,10.0,23.0,397.0
everyone,21.0,11.0,179.0,2.0,17.0,20.0,13.0,9.0,19.0,49.0,6.0,9.0,13.0,15.0,11.0,394.0
blood,33.0,42.0,49.0,7.0,55.0,8.0,67.0,7.0,31.0,52.0,1.0,7.0,5.0,13.0,17.0,394.0
strange,10.0,20.0,189.0,11.0,1.0,6.0,5.0,15.0,38.0,53.0,0.0,21.0,3.0,6.0,15.0,393.0
knees,19.0,17.0,176.0,28.0,18.0,3.0,56.0,6.0,9.0,28.0,8.0,8.0,0.0,8.0,9.0,393.0
prayer,24.0,5.0,249.0,4.0,0.0,0.0,48.0,27.0,3.0,13.0,17.0,2.0,0.0,0.0,0.0,392.0
floor,20.0,50.0,101.0,1.0,15.0,3.0,21.0,12.0,27.0,120.0,2.0,7.0,4.0,0.0,9.0,392.0
wake,47.0,15.0,132.0,5.0,34.0,4.0,26.0,20.0,24.0,25.0,8.0,1.0,6.0,30.0,14.0,391.0
unconscious,1.0,0.0,388.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
trying,12.0,26.0,81.0,11.0,10.0,0.0,75.0,17.0,28.0,54.0,26.0,27.0,4.0,4.0,14.0,389.0
burning,32.0,8.0,193.0,3.0,24.0,4.0,30.0,27.0,17.0,15.0,2.0,18.0,10.0,1.0,4.0,388.0
hit,11.0,16.0,70.0,15.0,42.0,2.0,39.0,20.0,10.0,119.0,11.0,10.0,8.0,5.0,9.0,387.0
broken,29.0,12.0,69.0,21.0,20.0,10.0,96.0,17.0,17.0,36.0,11.0,24.0,10.0,9.0,4.0,385.0
hide,29.0,41.0,106.0,4.0,33.0,14.0,50.0,23.0,15.0,30.0,7.0,15.0,2.0,8.0,8.0,385.0
tock,4.0,0.0,372.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,385.0
listen,29.0,19.0,39.0,8.0,17.0,10.0,18.0,13.0,16.0,157.0,23.0,7.0,3.0,11.0,15.0,385.0
erotic,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,385.0
bye,2.0,10.0,339.0,8.0,0.0,1.0,13.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,384.0
ground,70.0,30.0,47.0,6.0,24.0,9.0,42.0,28.0,23.0,51.0,6.0,17.0,8.0,7.0,14.0,382.0
lover,17.0,58.0,54.0,9.0,3.0,1.0,15.0,7.0,2.0,140.0,48.0,4.0,3.0,4.0,17.0,382.0
may,26.0,48.0,85.0,21.0,33.0,13.0,23.0,11.0,6.0,50.0,14.0,19.0,16.0,3.0,13.0,381.0
yo,1.0,15.0,115.0,3.0,8.0,0.0,21.0,28.0,0.0,185.0,2.0,0.0,2.0,0.0,0.0,380.0
strong,17.0,76.0,80.0,4.0,18.0,5.0,32.0,4.0,2.0,76.0,32.0,5.0,8.0,5.0,9.0,373.0
funky,0.0,20.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,335.0,0.0,0.0,3.0,2.0,0.0,368.0
yall,0.0,9.0,13.0,0.0,1.0,0.0,2.0,3.0,0.0,312.0,27.0,0.0,0.0,1.0,0.0,368.0
im,2.0,11.0,290.0,5.0,2.0,7.0,7.0,4.0,12.0,13.0,0.0,8.0,3.0,0.0,1.0,365.0
dancing,21.0,98.0,158.0,2.0,4.0,1.0,26.0,11.0,12.0,15.0,0.0,10.0,2.0,1.0,2.0,363.0
fly,31.0,61.0,48.0,0.0,14.0,6.0,47.0,16.0,21.0,81.0,8.0,8.0,3.0,15.0,2.0,361.0
ask,17.0,24.0,69.0,19.0,13.0,11.0,34.0,13.0,19.0,95.0,15.0,4.0,11.0,6.0,7.0,357.0
though,26.0,104.0,44.0,7.0,14.0,13.0,22.0,7.0,9.0,41.0,25.0,27.0,1.0,5.0,10.0,355.0
fast,21.0,6.0,108.0,22.0,26.0,6.0,43.0,14.0,6.0,76.0,4.0,8.0,7.0,4.0,3.0,354.0
angel,36.0,12.0,164.0,9.0,5.0,7.0,23.0,22.0,2.0,24.0,7.0,34.0,2.0,4.0,2.0,353.0
whole,25.0,45.0,56.0,16.0,8.0,16.0,35.0,10.0,17.0,58.0,40.0,9.0,4.0,12.0,2.0,353.0
bed,19.0,16.0,62.0,11.0,8.0,18.0,59.0,16.0,31.0,89.0,2.0,11.0,4.0,5.0,1.0,352.0
city,59.0,11.0,39.0,40.0,3.0,2.0,27.0,30.0,4.0,83.0,0.0,4.0,43.0,0.0,6.0,351.0
mama,25.0,17.0,78.0,29.0,19.0,0.0,14.0,2.0,1.0,158.0,0.0,0.0,1.0,6.0,0.0,350.0
traveling,2.0,0.0,346.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0
gave,13.0,41.0,98.0,8.0,9.0,4.0,45.0,6.0,2.0,88.0,16.0,3.0,1.0,5.0,9.0,348.0
years,21.0,34.0,22.0,13.0,7.0,22.0,38.0,9.0,32.0,81.0,16.0,18.0,10.0,4.0,20.0,347.0
sex,3.0,3.0,104.0,6.0,1.0,0.0,0.0,3.0,3.0,214.0,0.0,3.0,4.0,0.0,0.0,344.0
express,0.0,1.0,328.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,343.0
sure,10.0,27.0,16.0,18.0,10.0,5.0,33.0,23.0,40.0,93.0,15.0,24.0,10.0,12.0,6.0,342.0
gets,16.0,22.0,40.0,16.0,7.0,19.0,37.0,18.0,37.0,82.0,5.0,16.0,8.0,5.0,14.0,342.0
next,21.0,20.0,66.0,18.0,2.0,16.0,39.0,7.0,16.0,105.0,16.0,6.0,4.0,4.0,2.0,342.0
human,9.0,21.0,201.0,31.0,4.0,6.0,2.0,11.0,0.0,30.0,1.0,0.0,8.0,12.0,6.0,342.0
fool,41.0,35.0,67.0,11.0,7.0,3.0,19.0,8.0,5.0,101.0,17.0,4.0,8.0,5.0,10.0,341.0
seems,16.0,40.0,59.0,17.0,17.0,6.0,39.0,19.0,19.0,49.0,10.0,17.0,6.0,13.0,14.0,341.0
step,15.0,12.0,121.0,4.0,11.0,9.0,50.0,13.0,18.0,59.0,9.0,4.0,4.0,2.0,10.0,341.0
til,17.0,79.0,31.0,1.0,12.0,7.0,20.0,33.0,4.0,115.0,6.0,5.0,1.0,3.0,5.0,339.0
running,27.0,12.0,47.0,4.0,19.0,23.0,73.0,36.0,12.0,34.0,10.0,26.0,4.0,7.0,5.0,339.0
child,49.0,41.0,55.0,24.0,9.0,2.0,17.0,12.0,21.0,47.0,13.0,14.0,1.0,15.0,15.0,335.0
mother,46.0,27.0,38.0,18.0,25.0,20.0,42.0,6.0,5.0,61.0,4.0,17.0,0.0,22.0,4.0,335.0
road,33.0,24.0,62.0,11.0,16.0,0.0,70.0,12.0,2.0,59.0,8.0,7.0,12.0,3.0,15.0,334.0
loves,15.0,32.0,55.0,5.0,11.0,2.0,9.0,6.0,5.0,39.0,139.0,5.0,7.0,3.0,1.0,334.0
born,39.0,11.0,38.0,5.0,32.0,13.0,74.0,5.0,2.0,61.0,20.0,13.0,13.0,5.0,3.0,334.0
lift,14.0,23.0,263.0,2.0,3.0,1.0,5.0,0.0,8.0,4.0,4.0,2.0,0.0,0.0,3.0,332.0
roll,47.0,4.0,18.0,46.0,22.0,2.0,77.0,2.0,6.0,77.0,0.0,1.0,6.0,24.0,0.0,332.0
saw,50.0,24.0,58.0,6.0,3.0,7.0,43.0,22.0,21.0,50.0,10.0,6.0,3.0,3.0,25.0,331.0
american,19.0,0.0,229.0,8.0,0.0,0.0,19.0,5.0,24.0,23.0,0.0,2.0,1.0,0.0,0.0,330.0
fine,10.0,30.0,45.0,13.0,11.0,8.0,34.0,15.0,6.0,120.0,18.0,5.0,7.0,5.0,3.0,330.0
easy,35.0,37.0,60.0,44.0,7.0,9.0,28.0,11.0,7.0,35.0,11.0,22.0,11.0,4.0,7.0,328.0
behind,34.0,19.0,63.0,14.0,20.0,5.0,33.0,24.0,17.0,41.0,14.0,13.0,7.0,6.0,18.0,328.0
lay,18.0,17.0,55.0,9.0,16.0,5.0,53.0,24.0,5.0,90.0,11.0,15.0,2.0,3.0,5.0,328.0
white,48.0,24.0,17.0,19.0,23.0,8.0,32.0,28.0,27.0,72.0,8.0,12.0,3.0,4.0,2.0,327.0
ha,3.0,43.0,49.0,3.0,15.0,2.0,9.0,10.0,10.0,167.0,1.0,3.0,12.0,0.0,0.0,327.0
burn,11.0,24.0,58.0,14.0,66.0,9.0,34.0,12.0,35.0,27.0,0.0,6.0,1.0,10.0,19.0,326.0
pretty,12.0,44.0,29.0,32.0,6.0,0.0,21.0,17.0,7.0,122.0,3.0,14.0,10.0,0.0,8.0,325.0
wind,70.0,19.0,55.0,7.0,24.0,10.0,36.0,26.0,11.0,19.0,5.0,4.0,18.0,15.0,5.0,324.0
getting,32.0,26.0,35.0,14.0,5.0,5.0,68.0,19.0,18.0,35.0,17.0,11.0,7.0,15.0,15.0,322.0
word,12.0,39.0,73.0,3.0,13.0,6.0,44.0,13.0,21.0,71.0,7.0,6.0,4.0,7.0,2.0,321.0
set,31.0,22.0,72.0,7.0,40.0,23.0,28.0,14.0,7.0,30.0,9.0,23.0,3.0,6.0,5.0,320.0
part,17.0,33.0,89.0,9.0,5.0,6.0,37.0,13.0,12.0,48.0,10.0,14.0,2.0,15.0,4.0,314.0
jump,34.0,5.0,169.0,1.0,10.0,13.0,10.0,3.0,23.0,37.0,2.0,1.0,3.0,2.0,0.0,313.0
te,4.0,14.0,240.0,0.0,0.0,0.0,17.0,17.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,311.0
air,33.0,26.0,40.0,3.0,21.0,7.0,17.0,43.0,14.0,47.0,6.0,12.0,29.0,2.0,10.0,310.0
apart,18.0,21.0,94.0,7.0,9.0,2.0,14.0,14.0,39.0,31.0,10.0,14.0,5.0,4.0,27.0,309.0
sea,56.0,9.0,16.0,7.0,14.0,15.0,30.0,8.0,20.0,63.0,19.0,16.0,1.0,3.0,32.0,309.0
vogue,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,308.0
fear,33.0,21.0,20.0,10.0,53.0,6.0,19.0,17.0,36.0,45.0,7.0,15.0,0.0,7.0,18.0,307.0
push,9.0,23.0,65.0,9.0,6.0,1.0,7.0,2.0,22.0,147.0,4.0,2.0,8.0,0.0,1.0,306.0
fails,0.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,305.0
children,44.0,79.0,18.0,6.0,9.0,16.0,10.0,1.0,19.0,71.0,9.0,3.0,8.0,7.0,5.0,305.0
blow,61.0,24.0,71.0,2.0,7.0,4.0,12.0,45.0,5.0,65.0,3.0,1.0,0.0,2.0,1.0,303.0
afraid,22.0,17.0,131.0,4.0,6.0,2.0,37.0,14.0,5.0,32.0,16.0,6.0,4.0,2.0,5.0,303.0
tomorrow,45.0,18.0,21.0,4.0,12.0,6.0,63.0,23.0,28.0,10.0,35.0,18.0,1.0,5.0,10.0,299.0
started,17.0,17.0,182.0,1.0,3.0,0.0,14.0,3.0,7.0,41.0,5.0,6.0,0.0,2.0,1.0,299.0
tired,8.0,35.0,123.0,5.0,4.0,6.0,30.0,3.0,25.0,41.0,5.0,4.0,3.0,5.0,2.0,299.0
kill,12.0,14.0,50.0,26.0,95.0,6.0,7.0,17.0,16.0,33.0,7.0,5.0,3.0,6.0,2.0,299.0
standing,19.0,27.0,29.0,9.0,5.0,2.0,87.0,32.0,12.0,38.0,12.0,5.0,7.0,2.0,11.0,297.0
pray,10.0,24.0,146.0,2.0,7.0,2.0,34.0,16.0,3.0,27.0,8.0,7.0,2.0,4.0,5.0,297.0
hate,10.0,26.0,30.0,13.0,49.0,6.0,21.0,7.0,11.0,83.0,6.0,16.0,3.0,3.0,13.0,297.0
repeat,5.0,10.0,70.0,1.0,3.0,5.0,8.0,10.0,1.0,160.0,15.0,4.0,1.0,2.0,1.0,296.0
cool,16.0,14.0,9.0,16.0,2.0,4.0,20.0,8.0,5.0,182.0,3.0,0.0,8.0,4.0,5.0,296.0
joy,43.0,16.0,27.0,1.0,2.0,4.0,2.0,0.0,2.0,109.0,60.0,19.0,0.0,5.0,6.0,296.0
scream,7.0,56.0,20.0,6.0,22.0,1.0,37.0,0.0,47.0,78.0,4.0,3.0,3.0,7.0,5.0,296.0
higher,42.0,12.0,34.0,2.0,13.0,12.0,23.0,49.0,3.0,54.0,18.0,20.0,8.0,2.0,4.0,296.0
stars,41.0,27.0,37.0,4.0,9.0,4.0,51.0,15.0,23.0,44.0,10.0,20.0,3.0,6.0,2.0,296.0
moon,38.0,40.0,29.0,3.0,14.0,24.0,30.0,23.0,17.0,51.0,4.0,7.0,8.0,7.0,0.0,295.0
daddy,26.0,6.0,101.0,18.0,6.0,6.0,31.0,4.0,0.0,75.0,0.0,0.0,21.0,1.0,0.0,295.0
carry,11.0,18.0,193.0,5.0,8.0,3.0,9.0,18.0,5.0,3.0,15.0,1.0,1.0,5.0,0.0,295.0
pop,51.0,5.0,11.0,0.0,3.0,0.0,2.0,5.0,0.0,214.0,0.0,0.0,2.0,0.0,0.0,293.0
learn,8.0,16.0,108.0,9.0,4.0,12.0,38.0,16.0,4.0,45.0,2.0,13.0,2.0,14.0,2.0,293.0
goin,5.0,43.0,33.0,46.0,6.0,1.0,42.0,0.0,1.0,97.0,13.0,0.0,4.0,0.0,0.0,291.0
top,12.0,10.0,121.0,2.0,6.0,4.0,26.0,5.0,3.0,78.0,7.0,7.0,7.0,1.0,2.0,291.0
blind,19.0,12.0,35.0,8.0,32.0,4.0,47.0,4.0,11.0,41.0,1.0,10.0,57.0,6.0,4.0,291.0
