palabra,Queen,Black Sabbath,Fleetwood Mac,Bee Gees,AC/DC,Eagles,The Clash,ABBA,Ramones,Sex Pistols,The Jackson 5,The Carpenters,The Village People,The Stylistics,total
makes,13.0,22.0,26.0,60.0,4.0,10.0,5.0,16.0,27.0,4.0,36.0,20.0,3.0,12.0,258.0
music,18.0,12.0,1.0,23.0,6.0,7.0,12.0,39.0,7.0,2.0,67.0,18.0,42.0,3.0,257.0
wish,21.0,14.0,19.0,42.0,3.0,17.0,5.0,50.0,21.0,9.0,33.0,22.0,0.0,1.0,257.0
years,25.0,17.0,27.0,64.0,2.0,21.0,17.0,7.0,11.0,10.0,22.0,27.0,0.0,1.0,251.0
touch,17.0,9.0,10.0,35.0,51.0,4.0,12.0,8.0,2.0,13.0,54.0,32.0,3.0,1.0,251.0
done,28.0,20.0,22.0,42.0,38.0,6.0,11.0,27.0,12.0,14.0,16.0,7.0,0.0,5.0,248.0
knew,12.0,15.0,35.0,54.0,20.0,12.0,4.0,16.0,14.0,5.0,28.0,25.0,1.0,5.0,246.0
kind,24.0,10.0,35.0,37.0,13.0,16.0,7.0,20.0,25.0,0.0,20.0,16.0,4.0,18.0,245.0
street,24.0,15.0,15.0,28.0,25.0,5.0,35.0,18.0,33.0,3.0,18.0,5.0,16.0,5.0,245.0
help,14.0,19.0,29.0,45.0,10.0,18.0,5.0,25.0,13.0,4.0,23.0,32.0,3.0,5.0,245.0
christmas,23.0,0.0,3.0,7.0,8.0,9.0,2.0,33.0,17.0,15.0,70.0,55.0,0.0,2.0,244.0
strong,26.0,20.0,25.0,44.0,2.0,24.0,4.0,15.0,6.0,1.0,46.0,10.0,3.0,15.0,241.0
smile,26.0,13.0,28.0,56.0,6.0,12.0,3.0,20.0,7.0,0.0,24.0,39.0,1.0,5.0,240.0
bring,51.0,10.0,20.0,60.0,10.0,3.0,6.0,13.0,6.0,0.0,31.0,16.0,2.0,11.0,239.0
seen,15.0,33.0,32.0,58.0,12.0,5.0,9.0,6.0,9.0,14.0,15.0,9.0,2.0,20.0,239.0
child,9.0,18.0,33.0,75.0,36.0,3.0,4.0,6.0,2.0,18.0,16.0,16.0,1.0,1.0,238.0
thought,7.0,19.0,25.0,38.0,6.0,19.0,11.0,18.0,23.0,13.0,22.0,21.0,1.0,15.0,238.0
fight,27.0,22.0,21.0,43.0,41.0,4.0,13.0,12.0,29.0,4.0,10.0,3.0,5.0,3.0,237.0
wind,37.0,34.0,31.0,78.0,5.0,7.0,10.0,4.0,14.0,0.0,5.0,7.0,3.0,2.0,237.0
easy,25.0,20.0,36.0,30.0,14.0,19.0,3.0,22.0,10.0,0.0,21.0,24.0,0.0,13.0,237.0
save,36.0,24.0,32.0,58.0,6.0,5.0,7.0,5.0,1.0,39.0,16.0,7.0,0.0,1.0,237.0
today,22.0,24.0,13.0,41.0,8.0,6.0,8.0,9.0,37.0,0.0,30.0,23.0,3.0,12.0,236.0
blue,7.0,16.0,25.0,62.0,11.0,7.0,11.0,34.0,2.0,4.0,20.0,26.0,4.0,7.0,236.0
wonder,20.0,29.0,40.0,38.0,13.0,11.0,7.0,20.0,13.0,2.0,16.0,19.0,1.0,6.0,235.0
young,19.0,32.0,6.0,37.0,10.0,14.0,14.0,7.0,39.0,1.0,12.0,17.0,22.0,5.0,235.0
door,14.0,15.0,41.0,39.0,25.0,17.0,23.0,13.0,6.0,4.0,18.0,14.0,2.0,4.0,235.0
lies,19.0,42.0,34.0,72.0,14.0,0.0,0.0,9.0,12.0,2.0,6.0,16.0,0.0,4.0,230.0
cold,28.0,38.0,25.0,41.0,11.0,10.0,11.0,14.0,11.0,4.0,16.0,7.0,8.0,3.0,227.0
heaven,36.0,32.0,7.0,84.0,5.0,5.0,3.0,12.0,4.0,3.0,15.0,11.0,1.0,9.0,227.0
used,14.0,7.0,43.0,41.0,5.0,15.0,6.0,17.0,21.0,7.0,24.0,14.0,0.0,12.0,226.0
wait,17.0,10.0,21.0,63.0,3.0,10.0,3.0,5.0,32.0,3.0,29.0,22.0,4.0,4.0,226.0
mean,19.0,1.0,32.0,45.0,14.0,3.0,3.0,21.0,14.0,8.0,27.0,26.0,1.0,9.0,223.0
seems,21.0,17.0,30.0,24.0,10.0,13.0,5.0,24.0,12.0,3.0,27.0,24.0,2.0,10.0,222.0
black,18.0,45.0,38.0,23.0,40.0,5.0,21.0,3.0,4.0,17.0,4.0,2.0,1.0,0.0,221.0
boogie,0.0,0.0,0.0,59.0,31.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,88.0,0.0,220.0
sound,24.0,13.0,14.0,37.0,17.0,7.0,18.0,15.0,16.0,10.0,13.0,14.0,17.0,3.0,218.0
lie,14.0,27.0,13.0,75.0,8.0,1.0,9.0,13.0,8.0,27.0,7.0,7.0,1.0,6.0,216.0
watch,16.0,24.0,13.0,39.0,24.0,11.0,11.0,24.0,15.0,0.0,22.0,8.0,0.0,9.0,216.0
fine,14.0,11.0,31.0,34.0,15.0,8.0,6.0,15.0,17.0,5.0,31.0,15.0,5.0,8.0,215.0
saw,7.0,29.0,22.0,49.0,6.0,5.0,11.0,15.0,34.0,1.0,25.0,5.0,0.0,5.0,214.0
took,17.0,13.0,15.0,33.0,16.0,7.0,9.0,8.0,45.0,2.0,21.0,20.0,3.0,4.0,213.0
game,31.0,15.0,2.0,48.0,20.0,2.0,14.0,14.0,6.0,6.0,21.0,18.0,5.0,9.0,211.0
dark,12.0,38.0,22.0,51.0,25.0,19.0,4.0,11.0,9.0,5.0,5.0,5.0,1.0,4.0,211.0
sure,15.0,15.0,23.0,39.0,7.0,2.0,8.0,31.0,5.0,3.0,28.0,15.0,6.0,14.0,211.0
understand,14.0,10.0,18.0,65.0,8.0,13.0,8.0,11.0,17.0,7.0,18.0,12.0,1.0,8.0,210.0
words,10.0,14.0,20.0,71.0,2.0,7.0,7.0,11.0,4.0,8.0,26.0,25.0,0.0,5.0,210.0
dead,34.0,60.0,4.0,30.0,17.0,3.0,21.0,9.0,13.0,8.0,8.0,3.0,0.0,0.0,210.0
nights,9.0,7.0,13.0,82.0,4.0,27.0,2.0,38.0,2.0,0.0,7.0,10.0,8.0,1.0,210.0
knows,26.0,11.0,16.0,57.0,13.0,11.0,20.0,10.0,5.0,2.0,15.0,18.0,3.0,2.0,209.0
along,19.0,7.0,23.0,39.0,10.0,18.0,2.0,22.0,16.0,2.0,25.0,16.0,1.0,8.0,208.0
fly,17.0,20.0,11.0,58.0,28.0,2.0,1.0,6.0,16.0,0.0,13.0,19.0,4.0,11.0,206.0
death,12.0,107.0,3.0,10.0,0.0,1.0,22.0,1.0,19.0,0.0,4.0,0.0,26.0,1.0,206.0
nothin,39.0,3.0,6.0,26.0,14.0,12.0,0.0,0.0,15.0,3.0,83.0,4.0,1.0,0.0,206.0
deep,20.0,17.0,14.0,50.0,34.0,10.0,3.0,8.0,3.0,4.0,24.0,12.0,1.0,4.0,204.0
kiss,8.0,11.0,14.0,66.0,3.0,3.0,2.0,13.0,10.0,31.0,16.0,11.0,5.0,11.0,204.0
anything,24.0,11.0,18.0,57.0,5.0,8.0,16.0,14.0,26.0,3.0,2.0,5.0,0.0,14.0,203.0
war,12.0,23.0,8.0,16.0,73.0,2.0,51.0,6.0,2.0,3.0,6.0,0.0,0.0,1.0,203.0
fast,6.0,23.0,26.0,28.0,18.0,57.0,5.0,3.0,21.0,0.0,7.0,2.0,4.0,2.0,202.0
joy,7.0,2.0,3.0,9.0,14.0,1.0,1.0,10.0,0.0,0.0,34.0,17.0,1.0,102.0,201.0
sad,13.0,8.0,18.0,37.0,0.0,16.0,3.0,21.0,16.0,3.0,16.0,39.0,8.0,3.0,201.0
lord,40.0,20.0,21.0,47.0,7.0,12.0,3.0,13.0,1.0,3.0,7.0,20.0,1.0,4.0,199.0
jack,0.0,4.0,5.0,6.0,144.0,0.0,4.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,199.0
side,14.0,27.0,13.0,51.0,13.0,9.0,13.0,4.0,10.0,3.0,18.0,13.0,4.0,7.0,199.0
bit,8.0,18.0,49.0,34.0,7.0,1.0,13.0,5.0,22.0,5.0,29.0,2.0,0.0,6.0,199.0
hot,16.0,12.0,15.0,9.0,80.0,3.0,4.0,5.0,11.0,3.0,16.0,1.0,23.0,0.0,198.0
move,18.0,6.0,24.0,23.0,14.0,3.0,22.0,19.0,12.0,5.0,40.0,7.0,3.0,1.0,197.0
forget,19.0,10.0,30.0,44.0,10.0,5.0,5.0,23.0,8.0,3.0,20.0,10.0,2.0,6.0,195.0
word,28.0,18.0,9.0,80.0,5.0,3.0,8.0,7.0,7.0,0.0,10.0,14.0,0.0,6.0,195.0
though,19.0,7.0,8.0,46.0,1.0,10.0,11.0,23.0,4.0,1.0,20.0,22.0,2.0,18.0,192.0
loving,15.0,3.0,34.0,86.0,8.0,0.0,1.0,7.0,0.0,0.0,15.0,7.0,4.0,11.0,191.0
wild,26.0,8.0,18.0,24.0,37.0,5.0,15.0,10.0,5.0,0.0,28.0,7.0,6.0,2.0,191.0
ho,0.0,0.0,12.0,6.0,2.0,0.0,5.0,0.0,36.0,0.0,108.0,0.0,0.0,21.0,190.0
work,13.0,9.0,19.0,23.0,38.0,6.0,24.0,6.0,13.0,7.0,13.0,4.0,4.0,11.0,190.0
chorus,1.0,12.0,5.0,51.0,17.0,0.0,12.0,0.0,7.0,7.0,65.0,8.0,1.0,3.0,189.0
angel,4.0,61.0,35.0,37.0,4.0,3.0,1.0,10.0,1.0,0.0,1.0,27.0,1.0,2.0,187.0
fade,3.0,29.0,6.0,91.0,1.0,9.0,4.0,9.0,2.0,1.0,15.0,8.0,5.0,4.0,187.0
pum,0.0,0.0,0.0,63.0,0.0,0.0,0.0,42.0,0.0,0.0,81.0,0.0,0.0,0.0,186.0
whole,28.0,7.0,22.0,30.0,30.0,4.0,4.0,6.0,4.0,1.0,26.0,10.0,8.0,6.0,186.0
falling,14.0,34.0,17.0,40.0,2.0,6.0,1.0,12.0,0.0,1.0,8.0,14.0,1.0,34.0,184.0
ring,3.0,2.0,12.0,14.0,10.0,4.0,8.0,94.0,12.0,2.0,7.0,14.0,0.0,1.0,183.0
da,61.0,0.0,47.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,2.0,182.0
hurt,10.0,8.0,17.0,55.0,9.0,5.0,9.0,6.0,3.0,0.0,44.0,2.0,1.0,12.0,181.0
open,24.0,14.0,15.0,51.0,8.0,8.0,4.0,7.0,6.0,11.0,10.0,15.0,3.0,5.0,181.0
arms,3.0,3.0,13.0,60.0,3.0,11.0,4.0,11.0,9.0,0.0,40.0,14.0,0.0,9.0,180.0
lover,15.0,3.0,10.0,50.0,14.0,22.0,8.0,13.0,2.0,3.0,31.0,8.0,0.0,0.0,179.0
star,14.0,23.0,4.0,39.0,12.0,2.0,9.0,15.0,1.0,3.0,15.0,11.0,20.0,11.0,179.0
running,11.0,32.0,25.0,25.0,24.0,12.0,12.0,4.0,3.0,17.0,8.0,2.0,0.0,4.0,179.0
pretty,10.0,6.0,19.0,12.0,9.0,16.0,8.0,14.0,10.0,45.0,24.0,2.0,0.0,3.0,178.0
moon,20.0,25.0,23.0,40.0,9.0,17.0,4.0,16.0,7.0,0.0,4.0,7.0,1.0,4.0,177.0
blues,7.0,0.0,70.0,14.0,51.0,3.0,7.0,2.0,0.0,0.0,11.0,7.0,2.0,2.0,176.0
hope,29.0,5.0,29.0,14.0,9.0,5.0,8.0,13.0,15.0,0.0,19.0,22.0,4.0,3.0,175.0
went,16.0,11.0,11.0,30.0,10.0,13.0,19.0,8.0,26.0,2.0,19.0,3.0,2.0,5.0,175.0
power,28.0,43.0,5.0,39.0,13.0,3.0,12.0,3.0,4.0,8.0,9.0,4.0,0.0,3.0,174.0
sleep,13.0,14.0,19.0,38.0,9.0,13.0,10.0,12.0,9.0,0.0,8.0,22.0,5.0,2.0,174.0
guess,16.0,13.0,22.0,16.0,0.0,11.0,3.0,19.0,7.0,6.0,21.0,22.0,1.0,17.0,174.0
learn,15.0,14.0,11.0,46.0,4.0,11.0,4.0,6.0,31.0,3.0,11.0,12.0,5.0,1.0,174.0
reason,11.0,30.0,14.0,37.0,7.0,4.0,3.0,11.0,3.0,28.0,7.0,10.0,1.0,6.0,172.0
behind,22.0,21.0,11.0,32.0,8.0,19.0,3.0,12.0,9.0,4.0,8.0,17.0,1.0,5.0,172.0
earth,25.0,21.0,8.0,46.0,11.0,0.0,5.0,7.0,7.0,2.0,10.0,26.0,1.0,2.0,171.0
beat,37.0,2.0,7.0,21.0,15.0,2.0,32.0,3.0,31.0,1.0,10.0,3.0,5.0,2.0,171.0
house,9.0,8.0,14.0,39.0,54.0,4.0,9.0,8.0,2.0,2.0,13.0,2.0,4.0,2.0,170.0
might,13.0,20.0,22.0,18.0,14.0,23.0,4.0,8.0,5.0,1.0,17.0,15.0,7.0,2.0,169.0
hide,26.0,22.0,9.0,50.0,6.0,11.0,3.0,4.0,9.0,1.0,15.0,4.0,1.0,6.0,167.0
trying,26.0,13.0,9.0,34.0,15.0,13.0,7.0,5.0,8.0,2.0,23.0,8.0,0.0,4.0,167.0
babe,18.0,0.0,52.0,21.0,5.0,0.0,0.0,0.0,14.0,5.0,32.0,12.0,0.0,6.0,165.0
red,10.0,21.0,25.0,42.0,29.0,4.0,14.0,3.0,3.0,0.0,13.0,0.0,0.0,0.0,164.0
ask,12.0,8.0,23.0,27.0,8.0,2.0,7.0,10.0,4.0,6.0,32.0,15.0,1.0,9.0,164.0
burn,11.0,26.0,4.0,64.0,36.0,2.0,14.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,163.0
blow,15.0,11.0,47.0,16.0,43.0,3.0,6.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,162.0
soon,33.0,16.0,32.0,21.0,3.0,5.0,7.0,9.0,6.0,2.0,14.0,10.0,1.0,3.0,162.0
lay,4.0,6.0,37.0,57.0,10.0,7.0,2.0,16.0,0.0,4.0,9.0,7.0,1.0,1.0,161.0
gim,35.0,3.0,0.0,12.0,29.0,2.0,8.0,30.0,20.0,3.0,18.0,0.0,0.0,1.0,161.0
future,11.0,29.0,26.0,23.0,3.0,1.0,5.0,6.0,5.0,40.0,3.0,6.0,2.0,1.0,161.0
darling,1.0,1.0,34.0,47.0,2.0,2.0,4.0,23.0,9.0,0.0,28.0,2.0,2.0,5.0,160.0
heard,17.0,11.0,11.0,31.0,2.0,11.0,7.0,14.0,15.0,5.0,19.0,10.0,1.0,5.0,159.0
de,19.0,16.0,0.0,55.0,0.0,0.0,9.0,43.0,0.0,4.0,7.0,1.0,4.0,0.0,158.0
tried,4.0,22.0,15.0,35.0,6.0,8.0,7.0,7.0,26.0,0.0,9.0,15.0,2.0,2.0,158.0
lovin,14.0,6.0,18.0,52.0,6.0,7.0,2.0,3.0,1.0,4.0,32.0,9.0,0.0,4.0,158.0
mama,22.0,0.0,35.0,7.0,10.0,5.0,4.0,14.0,1.0,1.0,45.0,0.0,8.0,6.0,158.0
blood,8.0,32.0,12.0,16.0,61.0,1.0,12.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,157.0
thinking,8.0,5.0,25.0,26.0,6.0,3.0,1.0,25.0,19.0,0.0,22.0,10.0,2.0,5.0,157.0
lot,15.0,2.0,14.0,35.0,16.0,6.0,20.0,17.0,7.0,4.0,12.0,4.0,4.0,0.0,156.0
standing,4.0,16.0,26.0,29.0,13.0,9.0,11.0,11.0,10.0,0.0,25.0,1.0,1.0,0.0,156.0
dancing,17.0,4.0,5.0,24.0,5.0,3.0,3.0,20.0,4.0,0.0,46.0,18.0,7.0,0.0,156.0
gave,12.0,8.0,7.0,56.0,13.0,5.0,5.0,7.0,4.0,4.0,21.0,9.0,0.0,5.0,156.0
calling,21.0,24.0,9.0,23.0,6.0,16.0,15.0,0.0,2.0,0.0,14.0,25.0,0.0,1.0,156.0
says,22.0,9.0,24.0,7.0,5.0,10.0,15.0,8.0,14.0,8.0,14.0,15.0,0.0,5.0,156.0
nowhere,3.0,23.0,9.0,46.0,2.0,25.0,4.0,12.0,19.0,0.0,1.0,11.0,0.0,0.0,155.0
goin,1.0,3.0,15.0,34.0,22.0,9.0,3.0,0.0,34.0,5.0,19.0,10.0,0.0,0.0,155.0
men,6.0,6.0,3.0,19.0,6.0,7.0,11.0,26.0,5.0,0.0,14.0,10.0,38.0,3.0,154.0
sometimes,11.0,10.0,34.0,7.0,8.0,18.0,3.0,21.0,13.0,1.0,3.0,15.0,3.0,7.0,154.0
burning,12.0,41.0,7.0,40.0,16.0,5.0,13.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,153.0
hands,24.0,16.0,8.0,24.0,11.0,7.0,11.0,8.0,3.0,10.0,27.0,3.0,0.0,1.0,153.0
party,21.0,1.0,1.0,10.0,15.0,5.0,8.0,2.0,32.0,0.0,10.0,1.0,46.0,1.0,153.0
children,14.0,24.0,7.0,46.0,0.0,2.0,5.0,7.0,5.0,0.0,10.0,13.0,2.0,18.0,153.0
shine,12.0,10.0,11.0,49.0,2.0,5.0,1.0,5.0,3.0,2.0,32.0,13.0,1.0,5.0,151.0
que,0.0,6.0,0.0,3.0,0.0,0.0,7.0,130.0,0.0,3.0,1.0,0.0,0.0,0.0,150.0
peace,27.0,20.0,7.0,12.0,21.0,9.0,3.0,3.0,7.0,0.0,18.0,19.0,0.0,4.0,150.0
repeat,0.0,0.0,3.0,30.0,6.0,1.0,0.0,0.0,1.0,1.0,16.0,85.0,0.0,6.0,149.0
part,9.0,17.0,9.0,43.0,0.0,6.0,3.0,13.0,5.0,0.0,12.0,12.0,12.0,8.0,149.0
lives,14.0,13.0,4.0,68.0,10.0,2.0,3.0,8.0,5.0,1.0,5.0,9.0,4.0,3.0,149.0
grow,18.0,8.0,14.0,35.0,1.0,5.0,3.0,9.0,38.0,0.0,2.0,11.0,2.0,2.0,148.0
dog,7.0,3.0,2.0,5.0,61.0,4.0,4.0,2.0,29.0,1.0,0.0,1.0,0.0,28.0,147.0
making,9.0,13.0,9.0,43.0,12.0,5.0,7.0,14.0,15.0,4.0,5.0,9.0,1.0,0.0,146.0
crying,6.0,24.0,21.0,46.0,2.0,0.0,5.0,18.0,2.0,0.0,12.0,6.0,0.0,3.0,145.0
ground,7.0,15.0,12.0,35.0,17.0,9.0,3.0,6.0,3.0,0.0,25.0,7.0,6.0,0.0,145.0
land,20.0,20.0,9.0,26.0,31.0,6.0,5.0,6.0,4.0,1.0,5.0,7.0,3.0,2.0,145.0
king,14.0,9.0,6.0,46.0,3.0,1.0,11.0,18.0,10.0,1.0,6.0,18.0,1.0,1.0,145.0
eye,6.0,29.0,4.0,28.0,24.0,7.0,9.0,16.0,3.0,3.0,6.0,7.0,3.0,0.0,145.0
lovers,4.0,1.0,3.0,81.0,12.0,3.0,2.0,18.0,1.0,0.0,4.0,12.0,1.0,3.0,145.0
feet,20.0,6.0,15.0,17.0,17.0,2.0,12.0,10.0,14.0,2.0,19.0,7.0,3.0,0.0,144.0
moment,12.0,1.0,14.0,69.0,2.0,2.0,0.0,6.0,3.0,0.0,10.0,19.0,1.0,5.0,144.0
magic,35.0,10.0,23.0,18.0,7.0,0.0,0.0,12.0,0.0,0.0,5.0,7.0,21.0,6.0,144.0
control,13.0,27.0,1.0,29.0,15.0,3.0,17.0,2.0,20.0,0.0,12.0,2.0,0.0,2.0,143.0
getting,3.0,9.0,9.0,18.0,33.0,6.0,0.0,8.0,18.0,2.0,24.0,4.0,7.0,1.0,142.0
rockin,14.0,0.0,14.0,0.0,68.0,2.0,15.0,1.0,2.0,10.0,13.0,0.0,0.0,3.0,142.0
evil,4.0,89.0,4.0,12.0,19.0,1.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,142.0
wall,3.0,16.0,9.0,35.0,20.0,3.0,13.0,7.0,2.0,15.0,10.0,0.0,1.0,7.0,141.0
evry,14.0,2.0,0.0,105.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,3.0,139.0
brain,3.0,9.0,2.0,12.0,58.0,0.0,1.0,0.0,43.0,8.0,3.0,0.0,0.0,0.0,139.0
air,14.0,9.0,7.0,47.0,7.0,3.0,6.0,11.0,3.0,4.0,7.0,9.0,4.0,8.0,139.0
reach,15.0,11.0,5.0,25.0,3.0,3.0,0.0,11.0,6.0,0.0,51.0,5.0,4.0,0.0,139.0
takes,10.0,20.0,13.0,32.0,4.0,7.0,5.0,12.0,1.0,0.0,16.0,15.0,1.0,2.0,138.0
matter,10.0,5.0,37.0,31.0,7.0,7.0,1.0,6.0,9.0,0.0,9.0,11.0,1.0,4.0,138.0
stars,19.0,16.0,12.0,36.0,3.0,15.0,1.0,7.0,4.0,2.0,10.0,11.0,0.0,2.0,138.0
cos,26.0,13.0,3.0,36.0,9.0,4.0,30.0,1.0,0.0,8.0,0.0,0.0,4.0,3.0,137.0
tu,1.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,79.0,0.0,0.0,1.0,0.0,0.0,137.0
apart,9.0,6.0,8.0,71.0,6.0,8.0,0.0,5.0,4.0,0.0,4.0,9.0,1.0,5.0,136.0
follow,16.0,9.0,10.0,65.0,1.0,0.0,2.0,2.0,1.0,1.0,10.0,10.0,5.0,4.0,136.0
lady,29.0,18.0,8.0,13.0,31.0,9.0,2.0,2.0,2.0,1.0,13.0,2.0,0.0,5.0,135.0
lights,9.0,7.0,16.0,32.0,10.0,6.0,15.0,14.0,5.0,1.0,6.0,10.0,4.0,0.0,135.0
keeps,10.0,9.0,12.0,46.0,6.0,1.0,11.0,6.0,11.0,0.0,10.0,10.0,1.0,1.0,134.0
broken,10.0,18.0,8.0,53.0,10.0,3.0,8.0,1.0,2.0,1.0,4.0,8.0,3.0,5.0,134.0
nice,7.0,3.0,24.0,24.0,11.0,5.0,4.0,14.0,24.0,2.0,3.0,8.0,2.0,3.0,134.0
mother,43.0,6.0,12.0,28.0,3.0,0.0,5.0,14.0,3.0,0.0,5.0,9.0,1.0,5.0,134.0
year,11.0,1.0,4.0,16.0,1.0,31.0,7.0,20.0,4.0,5.0,15.0,16.0,1.0,2.0,134.0
em,21.0,1.0,5.0,2.0,38.0,10.0,24.0,5.0,8.0,7.0,12.0,1.0,0.0,0.0,134.0
wants,19.0,7.0,6.0,22.0,1.0,13.0,10.0,12.0,9.0,2.0,29.0,1.0,1.0,1.0,133.0
pa,0.0,0.0,0.0,17.0,1.0,0.0,1.0,37.0,0.0,0.0,77.0,0.0,0.0,0.0,133.0
afraid,7.0,11.0,15.0,18.0,1.0,5.0,0.0,4.0,26.0,3.0,18.0,19.0,1.0,4.0,132.0
room,9.0,8.0,20.0,24.0,6.0,4.0,14.0,13.0,13.0,0.0,10.0,5.0,0.0,6.0,132.0
miss,12.0,1.0,31.0,17.0,12.0,2.0,2.0,14.0,12.0,2.0,6.0,5.0,0.0,15.0,131.0
wanted,9.0,6.0,12.0,8.0,19.0,7.0,4.0,16.0,30.0,0.0,9.0,6.0,2.0,3.0,131.0
losing,7.0,18.0,2.0,45.0,2.0,2.0,2.0,3.0,11.0,0.0,32.0,7.0,0.0,0.0,131.0
en,2.0,3.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,1.0,0.0,0.0,0.0,0.0,131.0
white,32.0,6.0,5.0,26.0,3.0,4.0,27.0,6.0,4.0,3.0,4.0,10.0,1.0,0.0,131.0
girls,18.0,2.0,2.0,16.0,22.0,1.0,14.0,1.0,19.0,0.0,23.0,8.0,1.0,2.0,129.0
devil,2.0,31.0,13.0,22.0,35.0,10.0,2.0,2.0,1.0,0.0,3.0,6.0,0.0,2.0,129.0
heavy,4.0,5.0,12.0,17.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,75.0,128.0
near,15.0,13.0,7.0,35.0,1.0,0.0,0.0,20.0,3.0,2.0,16.0,13.0,0.0,3.0,128.0
radio,26.0,1.0,0.0,3.0,9.0,2.0,27.0,0.0,32.0,19.0,0.0,6.0,1.0,1.0,127.0
anymore,10.0,5.0,22.0,47.0,2.0,6.0,4.0,5.0,18.0,2.0,1.0,3.0,0.0,1.0,126.0
whoa,1.0,2.0,70.0,33.0,2.0,3.0,1.0,0.0,1.0,0.0,6.0,4.0,0.0,2.0,125.0
past,8.0,17.0,9.0,15.0,8.0,4.0,7.0,8.0,8.0,3.0,9.0,17.0,4.0,8.0,125.0
boys,11.0,2.0,7.0,35.0,12.0,9.0,21.0,3.0,5.0,3.0,11.0,2.0,4.0,0.0,125.0
needs,23.0,6.0,8.0,32.0,5.0,1.0,9.0,7.0,1.0,1.0,14.0,10.0,7.0,1.0,125.0
use,16.0,16.0,18.0,15.0,5.0,7.0,19.0,5.0,4.0,7.0,7.0,5.0,0.0,1.0,125.0
danger,3.0,27.0,2.0,24.0,34.0,2.0,4.0,1.0,19.0,0.0,7.0,1.0,0.0,0.0,124.0
everyone,30.0,3.0,38.0,12.0,2.0,2.0,4.0,4.0,9.0,0.0,5.0,11.0,4.0,0.0,124.0
since,3.0,13.0,16.0,14.0,2.0,2.0,1.0,9.0,0.0,1.0,34.0,15.0,1.0,13.0,124.0
law,14.0,1.0,1.0,10.0,9.0,7.0,46.0,0.0,12.0,23.0,0.0,1.0,0.0,0.0,124.0
warm,3.0,8.0,14.0,52.0,1.0,4.0,2.0,7.0,5.0,0.0,12.0,12.0,1.0,2.0,123.0
sea,10.0,12.0,27.0,29.0,3.0,3.0,5.0,3.0,2.0,6.0,6.0,11.0,5.0,1.0,123.0
sit,18.0,8.0,9.0,13.0,18.0,3.0,2.0,8.0,5.0,3.0,19.0,10.0,2.0,5.0,123.0
loved,5.0,5.0,50.0,23.0,2.0,8.0,7.0,3.0,5.0,0.0,5.0,2.0,1.0,7.0,123.0
bed,11.0,7.0,10.0,27.0,19.0,6.0,4.0,10.0,18.0,3.0,1.0,4.0,2.0,1.0,123.0
water,8.0,12.0,25.0,20.0,29.0,6.0,4.0,0.0,4.0,4.0,6.0,0.0,4.0,0.0,122.0
pray,16.0,5.0,8.0,45.0,6.0,3.0,2.0,1.0,5.0,2.0,3.0,21.0,1.0,4.0,122.0
kill,14.0,28.0,3.0,11.0,16.0,8.0,11.0,2.0,18.0,9.0,1.0,0.0,0.0,1.0,122.0
bright,15.0,3.0,29.0,8.0,4.0,6.0,1.0,8.0,3.0,2.0,9.0,20.0,7.0,6.0,121.0
fallin,1.0,1.0,16.0,13.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,23.0,0.0,57.0,121.0
tight,6.0,2.0,20.0,20.0,9.0,5.0,9.0,7.0,11.0,1.0,7.0,18.0,1.0,5.0,121.0
summer,1.0,6.0,4.0,32.0,4.0,13.0,1.0,28.0,11.0,0.0,11.0,2.0,0.0,8.0,121.0
cool,21.0,8.0,13.0,10.0,9.0,8.0,24.0,4.0,14.0,1.0,3.0,3.0,1.0,2.0,121.0
meet,12.0,8.0,6.0,23.0,8.0,6.0,9.0,12.0,6.0,0.0,7.0,8.0,11.0,4.0,120.0
york,1.0,0.0,7.0,18.0,27.0,12.0,13.0,0.0,6.0,3.0,3.0,0.0,28.0,1.0,119.0
hour,4.0,15.0,9.0,36.0,2.0,3.0,6.0,9.0,3.0,15.0,12.0,4.0,0.0,1.0,119.0
blind,8.0,25.0,8.0,27.0,8.0,9.0,1.0,7.0,2.0,5.0,5.0,7.0,0.0,6.0,118.0
seem,15.0,6.0,11.0,9.0,2.0,7.0,1.0,5.0,14.0,1.0,16.0,23.0,0.0,8.0,118.0
oooh,19.0,0.0,5.0,4.0,9.0,2.0,0.0,13.0,1.0,0.0,64.0,0.0,0.0,0.0,117.0
pay,8.0,17.0,2.0,11.0,22.0,4.0,10.0,10.0,8.0,2.0,2.0,2.0,6.0,12.0,116.0
